"TEAM_ABBREVIATION","START_POSITION","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","AST","STL","BLK","TO","PF","PTS","PLUS_MINUS"
3,2,10,11,21,0.524,0,4,0,9,10,0.9,0,6,11,0,2,2,0,31,-4
3,2,12.55,13,24,0.542,1,4,0.25,6,8,0.75,1,6,9,0,1,0,0,33,10
3,2,11.93,13,21,0.619,1,4,0.25,3,4,0.75,1,8,4,2,0,2,2,30,26
3,2,18.78,14,25,0.56,3,11,0.273,2,4,0.5,0,9,9,2,1,4,4,33,10
3,2,12.87,14,24,0.583,2,6,0.333,5,5,1,1,4,5,1,0,1,1,35,18
3,2,19.83,9,22,0.409,1,8,0.125,4,8,0.5,1,3,6,2,0,3,3,23,-10
3,2,11.62,8,17,0.471,2,6,0.333,3,4,0.75,4,13,4,1,1,3,0,21,-14
3,2,10.45,12,26,0.462,2,7,0.286,3,4,0.75,1,7,6,1,0,5,3,29,13
3,2,13.22,12,27,0.444,3,6,0.5,1,2,0.5,1,7,11,2,0,0,2,28,6
3,2,8.5,12,18,0.667,6,8,0.75,1,3,0.333,2,5,8,0,1,2,1,31,8
3,2,12.17,8,22,0.364,3,10,0.3,2,3,0.667,1,6,3,1,0,1,1,21,-7
3,2,11.47,11,21,0.524,7,12,0.583,10,10,1,0,11,3,1,1,4,3,39,-3
3,2,9.25,8,17,0.471,1,4,0.25,4,4,1,0,8,5,3,1,9,2,21,16
3,2,8.35,12,22,0.545,4,9,0.444,2,4,0.5,1,7,5,2,0,3,2,30,-17
3,2,9.82,13,23,0.565,1,4,0.25,0,3,0,2,5,4,0,0,1,0,27,-8
3,2,10.17,7,19,0.368,0,5,0,3,5,0.6,2,8,8,0,1,3,3,17,-11
3,2,15.72,9,23,0.391,0,7,0,2,4,0.5,0,10,8,0,2,2,3,20,5
3,2,10.7,10,22,0.455,2,5,0.4,4,5,0.8,0,6,8,1,0,3,1,26,-1
3,2,13.43,10,24,0.417,1,6,0.167,7,8,0.875,3,4,5,4,0,3,2,28,-13
3,2,11.32,8,21,0.381,2,8,0.25,1,2,0.5,2,5,9,1,0,8,1,19,-7
3,2,13.72,12,22,0.545,2,9,0.222,5,7,0.714,1,7,8,2,2,4,3,31,2
3,2,12.67,7,17,0.412,2,8,0.25,4,6,0.667,2,8,6,1,2,2,3,20,-1
3,2,11.2,12,26,0.462,3,10,0.3,4,4,1,5,10,8,0,0,5,2,31,-10
3,2,17.78,4,13,0.308,0,4,0,2,3,0.667,2,3,0,1,0,2,1,10,-17
3,2,0.7,9,12,0.75,2,4,0.5,5,6,0.833,1,10,3,1,0,3,1,25,10
3,2,17.43,8,11,0.727,3,6,0.5,4,5,0.8,0,3,4,1,0,0,2,23,3
3,2,15.68,0,7,0,0,2,0,4,5,0.8,0,1,2,0,0,1,0,4,2
3,2,15.52,13,23,0.565,3,8,0.375,9,12,0.75,0,8,4,1,0,6,3,38,-2
3,2,17.63,14,27,0.519,7,13,0.538,4,6,0.667,1,8,5,0,1,4,1,39,-9
3,2,16.6,17,29,0.586,0,4,0,4,4,1,1,9,12,1,1,3,0,38,9
3,1,11.88,16,29,0.552,4,10,0.4,2,3,0.667,2,8,6,0,0,2,3,38,1
3,2,20.68,15,26,0.577,2,7,0.286,4,7,0.571,4,5,7,0,2,3,2,36,-5
3,2,13.07,8,21,0.381,1,8,0.125,2,5,0.4,0,5,4,1,2,5,5,19,-19
3,1,16.33,11,19,0.579,4,7,0.571,4,7,0.571,3,6,3,0,2,5,4,30,-21
3,1,6.2,10,20,0.5,5,11,0.455,6,7,0.857,0,7,6,0,1,4,0,31,-16
3,1,11.7,18,25,0.72,6,9,0.667,8,8,1,0,7,6,0,1,3,3,50,22
3,1,21.27,9,26,0.346,1,9,0.111,4,6,0.667,2,12,12,1,4,5,1,23,-17
3,1,14.55,19,31,0.613,6,11,0.545,12,13,0.923,2,8,3,0,1,4,0,56,13
3,2,13.07,8,18,0.444,2,9,0.222,8,10,0.8,1,7,4,0,1,4,2,26,-27
3,1,14.2,10,18,0.556,3,7,0.429,3,5,0.6,0,12,5,1,0,4,2,26,7
3,2,11.58,13,23,0.565,1,4,0.25,5,5,1,0,6,3,2,2,7,2,32,-22
3,2,11.68,6,18,0.333,2,8,0.25,7,8,0.875,1,10,3,1,1,6,1,21,-4
3,2,15.72,14,23,0.609,3,8,0.375,2,2,1,1,7,6,2,0,3,1,33,7
3,2,14.35,9,27,0.333,3,10,0.3,5,9,0.556,3,12,8,0,0,4,3,26,-11
3,2,12.7,13,22,0.591,3,7,0.429,1,1,1,0,7,7,3,0,6,1,30,-5
3,2,10.52,11,19,0.579,3,7,0.429,2,4,0.5,0,5,8,0,0,4,4,27,-25
3,2,15.93,13,24,0.542,2,7,0.286,1,2,0.5,3,10,10,1,0,3,3,29,12
3,2,10.45,14,21,0.667,2,8,0.25,3,3,1,0,7,6,3,2,0,1,33,10
3,2,15.87,12,22,0.545,1,8,0.125,8,11,0.727,2,9,4,2,0,3,4,33,-8
3,2,9.6,12,23,0.522,2,7,0.286,3,3,1,1,6,5,1,1,6,3,29,5
3,2,13.42,11,22,0.5,3,7,0.429,5,7,0.714,1,11,5,2,0,3,1,30,-20
3,2,13.28,9,20,0.45,3,8,0.375,4,8,0.5,0,7,7,1,1,1,1,25,11
3,2,6.7,9,23,0.391,2,8,0.25,5,7,0.714,1,8,2,0,2,1,0,25,-17
3,1,14.93,13,29,0.448,3,12,0.25,5,10,0.5,1,6,6,0,1,1,2,34,-12
3,1,9.37,14,19,0.737,3,4,0.75,4,4,1,6,3,7,0,0,3,4,35,-30
3,1,12.5,13,24,0.542,1,6,0.167,5,5,1,1,7,9,4,3,4,4,32,4
3,1,12.48,12,26,0.462,3,10,0.3,4,5,0.8,2,3,5,0,1,2,3,31,3
3,1,15.22,7,15,0.467,3,9,0.333,9,12,0.75,0,7,5,3,1,1,2,26,9
3,1,5.3,16,26,0.615,5,10,0.5,6,9,0.667,2,12,4,2,2,0,1,43,18
3,2,13.95,13,25,0.52,8,14,0.571,3,3,1,2,11,7,2,2,5,1,37,0
3,1,15.45,11,19,0.579,3,5,0.6,7,9,0.778,4,6,11,1,2,3,3,32,6
3,2,15.88,14,25,0.56,3,9,0.333,8,9,0.889,1,8,7,3,1,3,2,39,9
3,2,10.67,15,26,0.577,2,7,0.286,4,6,0.667,2,7,6,1,2,3,2,36,-23
3,2,10,13,19,0.684,2,5,0.4,6,6,1,0,7,2,2,0,2,1,34,0
3,2,15.42,11,21,0.524,1,7,0.143,8,11,0.727,1,13,6,1,2,4,5,31,-1
3,2,11.5,5,13,0.385,2,6,0.333,6,8,0.75,1,9,5,1,2,4,5,18,-11
3,2,18.97,9,19,0.474,4,9,0.444,2,3,0.667,0,3,5,1,0,2,1,24,-6
3,2,13.18,12,20,0.6,3,7,0.429,3,4,0.75,1,10,10,0,3,6,2,30,14
3,2,10.68,13,20,0.65,4,6,0.667,3,4,0.75,0,5,6,3,2,2,2,33,19
3,2,13.4,7,15,0.467,1,6,0.167,5,5,1,0,10,11,4,2,5,1,20,2
3,2,12.27,13,19,0.684,2,5,0.4,2,2,1,2,2,5,0,0,3,2,30,18
3,2,12.25,9,23,0.391,2,8,0.25,3,5,0.6,3,8,6,2,0,3,2,23,-5
3,2,13.4,12,20,0.6,4,9,0.444,5,8,0.625,0,5,9,2,1,2,1,33,14
3,2,1.75,10,25,0.4,2,13,0.154,8,11,0.727,1,6,11,1,0,7,4,30,-7
3,2,19.47,13,29,0.448,5,12,0.417,8,9,0.889,0,5,6,1,2,2,2,39,-3
3,2,21.43,4,7,0.571,1,3,0.333,1,1,1,0,1,5,0,0,2,1,10,-15
3,2,8.07,10,16,0.625,3,7,0.429,0,1,0,1,5,2,2,0,3,3,23,-4
3,2,12.27,13,21,0.619,2,4,0.5,2,2,1,0,4,10,2,0,4,3,30,8
3,2,10.53,6,19,0.316,0,6,0,3,4,0.75,1,6,8,4,1,2,0,15,7
3,2,13.95,10,22,0.455,1,10,0.1,5,5,1,1,2,8,3,1,7,1,26,9
3,2,16.3,7,19,0.368,4,9,0.444,1,2,0.5,0,6,6,2,2,3,1,19,-1
3,2,12.53,8,18,0.444,5,9,0.556,4,4,1,0,2,5,2,0,5,4,25,-6
3,2,12.75,13,23,0.565,5,11,0.455,3,6,0.5,1,10,5,1,1,4,5,34,-2
3,2,5.4,12,20,0.6,2,5,0.4,4,5,0.8,0,6,6,0,2,3,2,30,17
3,2,2.15,7,16,0.438,1,4,0.25,2,2,1,0,6,4,3,0,6,2,17,2
3,2,17.77,4,12,0.333,0,3,0,1,1,1,0,3,2,1,0,2,1,9,-2
3,2,17.4,11,26,0.423,3,10,0.3,4,6,0.667,2,7,7,2,2,3,1,29,-3
3,2,7.65,9,19,0.474,6,10,0.6,0,0,0,1,4,7,0,0,3,1,24,-24
3,2,13.82,10,21,0.476,1,7,0.143,4,7,0.571,2,10,6,1,0,6,1,25,6
3,2,13.75,9,19,0.474,1,5,0.2,2,3,0.667,1,5,9,1,0,7,0,21,15
3,2,14.9,9,16,0.563,4,9,0.444,1,1,1,0,4,9,2,0,1,3,23,14
3,2,12.07,6,13,0.462,3,7,0.429,3,6,0.5,1,6,10,3,0,5,1,18,2
3,2,10.85,7,17,0.412,2,4,0.5,6,9,0.667,4,7,10,2,1,1,2,22,13
3,2,3.47,11,22,0.5,2,5,0.4,1,2,0.5,1,0,6,3,0,2,0,25,-2
3,2,4.43,11,22,0.5,1,4,0.25,1,2,0.5,3,4,8,0,0,4,2,24,7
3,2,3.55,6,11,0.545,2,5,0.4,5,7,0.714,0,7,6,0,0,5,2,19,-4
3,2,7.85,6,12,0.5,1,5,0.2,3,5,0.6,1,7,7,2,1,5,1,16,5
3,2,11.68,8,22,0.364,3,7,0.429,7,7,1,1,10,10,2,0,4,0,26,18
3,2,11.23,11,23,0.478,1,3,0.333,3,5,0.6,0,5,8,1,1,2,1,26,-1
3,2,11.92,11,20,0.55,3,7,0.429,4,5,0.8,2,7,6,2,1,3,2,29,0
3,2,2.2,6,13,0.462,1,5,0.2,5,7,0.714,0,9,5,1,0,4,1,18,16
3,2,7.4,8,18,0.444,3,8,0.375,3,4,0.75,1,6,10,1,0,4,0,22,16
3,2,4.35,7,17,0.412,3,8,0.375,5,7,0.714,2,3,5,0,0,4,2,22,2
3,2,10.6,3,6,0.5,1,2,0.5,3,3,1,0,1,4,0,0,1,0,10,-5
3,2,12.5,14,23,0.609,4,9,0.444,5,6,0.833,1,7,6,1,1,3,2,37,7
3,2,7.22,8,14,0.571,4,7,0.571,5,5,1,1,11,12,0,1,4,0,25,0
3,2,6.48,8,13,0.615,2,4,0.5,4,6,0.667,1,9,11,0,0,6,3,22,33
3,2,10.35,5,13,0.385,1,4,0.25,7,11,0.636,0,3,10,1,0,3,4,18,11
3,2,13.63,16,24,0.667,3,8,0.375,3,5,0.6,0,5,6,2,1,3,1,38,2
3,2,0.4,7,12,0.583,3,5,0.6,2,4,0.5,2,4,4,2,2,2,2,19,18
3,2,11.57,11,21,0.524,2,5,0.4,4,8,0.5,1,10,7,4,3,2,1,28,9
3,2,3.82,7,13,0.538,1,5,0.2,4,5,0.8,0,4,4,1,0,4,0,19,-20
3,2,19.25,14,29,0.483,2,10,0.2,1,3,0.333,0,9,13,1,0,8,2,31,3
3,2,13.45,7,21,0.333,1,8,0.125,4,4,1,1,8,9,1,1,5,3,19,11
3,2,8.98,14,23,0.609,1,6,0.167,3,6,0.5,0,8,7,0,0,3,1,32,-7
3,2,13.88,13,20,0.65,1,4,0.25,3,4,0.75,0,13,7,0,1,5,1,30,4
3,2,6.93,9,18,0.5,0,5,0,4,7,0.571,1,9,9,0,1,1,2,22,-17
3,2,10.13,9,15,0.6,1,4,0.25,9,14,0.643,1,8,8,2,0,5,2,28,8
3,2,17.05,9,20,0.45,3,9,0.333,4,4,1,0,6,7,2,0,5,2,25,6
3,2,18.52,11,22,0.5,2,10,0.2,4,5,0.8,0,14,12,2,2,5,3,28,8
3,2,22.48,13,26,0.5,3,7,0.429,4,6,0.667,0,5,11,4,0,7,3,33,8
3,2,11.45,12,19,0.632,2,5,0.4,1,2,0.5,0,10,10,0,1,2,1,27,21
3,2,13.97,5,12,0.417,2,6,0.333,9,11,0.818,0,7,9,2,1,2,0,21,10
3,2,13.37,7,17,0.412,4,11,0.364,3,5,0.6,1,6,7,0,1,5,3,21,11
3,2,11.75,8,19,0.421,4,8,0.5,2,3,0.667,2,5,10,1,0,2,2,22,-11
3,2,14.53,12,22,0.545,2,5,0.4,8,11,0.727,0,6,7,0,0,3,3,34,3
3,2,14.12,19,26,0.731,7,11,0.636,1,2,0.5,0,8,6,2,2,3,1,46,11
3,2,4.5,6,16,0.375,0,2,0,5,8,0.625,0,11,6,2,0,6,1,17,9
3,2,14.07,13,25,0.52,6,10,0.6,2,2,1,1,5,8,1,1,3,2,34,15
3,2,13.97,6,16,0.375,2,7,0.286,5,8,0.625,0,5,5,1,0,5,1,19,-9
3,2,6.5,6,11,0.545,2,6,0.333,7,7,1,1,7,11,1,0,3,3,21,14
3,2,3.48,9,20,0.45,5,8,0.625,3,4,0.75,0,6,7,0,0,2,2,26,14
3,2,5.18,10,20,0.5,4,9,0.444,2,4,0.5,1,7,5,0,1,5,0,26,15
3,2,6.35,7,15,0.467,1,6,0.167,3,6,0.5,1,6,7,1,1,2,2,18,10
3,2,10.17,11,21,0.524,0,5,0,6,8,0.75,0,7,7,0,0,4,1,28,9
3,2,10.9,8,15,0.533,4,7,0.571,7,11,0.636,0,6,12,0,0,4,3,27,-10
3,2,10.08,11,20,0.55,1,4,0.25,3,3,1,2,10,7,1,1,6,0,26,20
3,2,8,9,16,0.563,3,6,0.5,1,3,0.333,0,13,8,1,0,2,2,22,19
3,2,11.23,11,23,0.478,1,3,0.333,3,5,0.6,0,5,8,1,1,2,1,26,-1
3,2,0.65,6,11,0.545,3,4,0.75,5,10,0.5,1,7,4,1,0,8,2,20,-5
3,2,14.75,4,10,0.4,0,2,0,3,5,0.6,1,1,2,1,0,3,1,11,2
3,2,17.22,13,20,0.65,1,5,0.2,1,4,0.25,3,11,10,1,0,1,3,28,18
3,2,17.85,15,21,0.714,6,9,0.667,4,6,0.667,3,10,7,3,0,4,1,40,7
3,2,14.65,8,16,0.5,2,5,0.4,10,12,0.833,2,10,8,1,0,6,2,28,-2
3,2,15.22,9,16,0.563,1,5,0.2,6,9,0.667,1,9,8,0,2,8,2,25,-4
3,2,15.15,14,25,0.56,3,8,0.375,2,5,0.4,2,7,9,1,1,0,2,33,7
3,2,12.4,9,17,0.529,2,4,0.5,5,6,0.833,1,12,9,1,0,2,3,25,10
3,2,16.02,15,25,0.6,1,4,0.25,7,8,0.875,3,13,10,1,0,2,2,38,12
3,2,14.37,7,18,0.389,1,3,0.333,11,14,0.786,1,8,8,0,0,0,2,26,8
3,2,13.25,14,23,0.609,1,4,0.25,1,2,0.5,1,9,11,2,2,6,1,30,2
3,2,12.42,10,20,0.5,3,8,0.375,3,4,0.75,2,9,4,0,2,6,2,26,-9
3,2,6.9,6,11,0.545,0,2,0,3,4,0.75,1,5,12,0,0,3,2,15,15
3,2,6.8,9,18,0.5,3,8,0.375,8,10,0.8,2,9,7,2,1,4,2,29,19
3,2,9.75,7,17,0.412,0,5,0,2,3,0.667,1,14,9,3,0,4,2,16,15
3,2,13.52,13,23,0.565,4,9,0.444,6,10,0.6,0,7,5,1,4,2,1,36,8
3,2,15.27,10,17,0.588,1,5,0.2,7,10,0.7,0,11,9,4,2,7,3,28,15
3,2,12.57,7,15,0.467,2,7,0.286,4,5,0.8,1,7,7,0,2,4,2,20,-15
3,2,9.87,14,19,0.737,4,7,0.571,4,4,1,0,10,10,1,1,5,1,36,20
3,2,4.3,10,12,0.833,4,5,0.8,6,8,0.75,1,5,10,0,1,2,2,30,17
3,2,10.48,11,18,0.611,4,8,0.5,12,17,0.706,1,11,8,2,0,8,3,38,2
3,2,2.68,4,11,0.364,0,3,0,2,2,1,0,6,7,2,0,6,1,10,23
3,2,17.05,9,20,0.45,1,5,0.2,4,7,0.571,2,15,16,1,0,4,1,23,-3
3,2,14.6,6,13,0.462,2,5,0.4,3,3,1,1,2,4,0,0,3,0,17,-13
3,2,14.1,9,21,0.429,5,11,0.455,6,10,0.6,0,1,12,0,2,5,0,29,-10
3,2,11.15,13,24,0.542,2,6,0.333,3,6,0.5,1,7,7,0,1,1,4,31,14
3,2,6.28,7,19,0.368,0,5,0,5,8,0.625,1,10,4,1,0,0,1,19,-8
3,2,10.9,9,16,0.563,2,5,0.4,2,2,1,1,7,9,2,1,4,3,22,0
3,2,10.6,7,15,0.467,2,5,0.4,4,7,0.571,1,9,5,0,1,4,1,20,-20
3,2,10.3,6,19,0.316,2,7,0.286,2,2,1,2,9,7,1,1,5,3,16,-4
3,2,1.62,6,15,0.4,0,3,0,8,10,0.8,0,2,7,0,0,5,1,20,-11
3,2,15.47,4,6,0.667,0,1,0,4,4,1,0,3,5,1,0,1,1,12,12
3,2,10.87,12,22,0.545,4,9,0.444,1,5,0.2,1,11,9,1,0,3,1,29,8
3,2,10.52,7,17,0.412,2,6,0.333,12,14,0.857,2,6,9,0,2,2,3,28,7
3,2,12.5,12,21,0.571,1,7,0.143,12,15,0.8,0,8,8,3,0,4,4,37,8
3,2,9.75,9,16,0.563,2,5,0.4,2,3,0.667,1,6,14,1,2,3,1,22,-2
3,2,12.38,14,21,0.667,3,5,0.6,3,3,1,0,12,13,2,0,6,2,34,22
3,2,10.33,8,18,0.444,2,8,0.25,1,2,0.5,2,6,10,1,1,5,1,19,-12
3,2,10.22,17,27,0.63,5,11,0.455,1,2,0.5,2,6,6,0,1,7,1,40,12
3,2,11.48,9,19,0.474,4,10,0.4,7,12,0.583,0,8,9,0,0,2,4,29,-1
3,2,11.58,10,17,0.588,1,4,0.25,11,12,0.917,0,3,7,0,2,1,0,32,6
3,2,17.5,15,29,0.517,1,7,0.143,1,4,0.25,1,11,14,0,0,3,3,32,4
3,2,6.08,6,16,0.375,3,6,0.5,2,4,0.5,0,8,9,1,0,8,2,17,16
3,2,9.55,7,17,0.412,3,8,0.375,5,6,0.833,0,8,11,1,0,7,2,22,6
3,2,12.63,8,19,0.421,1,8,0.125,1,1,1,2,7,15,2,0,6,0,18,-4
3,2,10.18,12,20,0.6,6,9,0.667,6,9,0.667,1,6,9,1,0,2,1,36,20
3,2,9.57,6,15,0.4,1,4,0.25,2,3,0.667,0,10,11,2,0,2,3,15,33
3,2,13.98,9,22,0.409,3,8,0.375,1,4,0.25,2,6,10,0,1,5,2,22,7
3,2,11.35,9,18,0.5,1,6,0.167,10,13,0.769,0,7,8,1,0,8,3,29,-22
3,2,9.6,11,19,0.579,3,6,0.5,2,2,1,2,9,10,1,1,5,0,27,26
3,2,12.05,9,16,0.563,2,5,0.4,1,3,0.333,0,6,5,5,0,4,0,21,13
3,2,5.18,5,12,0.417,0,2,0,5,5,1,3,4,13,0,0,4,1,15,-21
3,2,11.4,13,25,0.52,2,7,0.286,3,5,0.6,0,5,12,2,0,6,3,31,2
3,2,12.25,7,19,0.368,2,9,0.222,3,5,0.6,0,3,19,1,0,5,1,19,-9
3,2,8.72,12,16,0.75,1,3,0.333,6,7,0.857,0,2,8,1,0,3,2,31,19
3,2,8.27,14,25,0.56,3,6,0.5,4,5,0.8,2,14,7,1,0,3,0,35,13
3,2,7.43,9,19,0.474,6,12,0.5,7,7,1,0,5,5,2,1,4,2,31,26
3,2,11.02,10,21,0.476,0,3,0,1,2,0.5,3,11,11,0,0,3,2,21,23
3,2,13.22,7,17,0.412,1,3,0.333,2,5,0.4,0,8,15,2,0,2,1,17,17
3,2,14.07,11,21,0.524,1,4,0.25,8,12,0.667,2,11,12,2,1,5,0,31,18
3,2,10.32,3,10,0.3,2,4,0.5,5,6,0.833,0,6,13,2,0,2,2,13,5
3,2,12.73,7,15,0.467,1,4,0.25,6,8,0.75,1,6,16,2,1,1,2,21,5
3,2,14.83,9,24,0.375,2,12,0.167,3,4,0.75,3,6,10,2,1,2,3,23,3
3,2,12.73,8,19,0.421,3,7,0.429,2,2,1,0,12,11,0,0,4,5,21,-14
3,2,10.9,8,20,0.4,0,6,0,4,8,0.5,1,8,9,0,0,5,2,20,-9
3,2,12.93,12,21,0.571,4,10,0.4,4,7,0.571,1,12,7,1,3,4,1,32,10
3,2,13.43,11,22,0.5,4,8,0.5,2,4,0.5,2,7,12,1,0,8,2,28,9
3,2,13.92,11,24,0.458,1,6,0.167,2,5,0.4,2,9,10,2,0,6,2,25,8
3,2,3.85,12,20,0.6,6,8,0.75,2,2,1,1,3,13,1,0,5,4,32,24
3,2,9.75,11,23,0.478,4,9,0.444,5,7,0.714,1,6,8,0,1,3,1,31,21
3,2,5.47,9,21,0.429,1,6,0.167,1,1,1,0,4,12,1,0,1,3,20,14
3,2,12.88,9,18,0.5,1,4,0.25,6,6,1,2,4,9,0,0,4,3,25,4
1,2,20.88,8,20,0.4,2,8,0.25,7,11,0.636,1,6,7,0,1,3,4,25,-12
1,2,21.5,11,24,0.458,0,2,0,15,19,0.789,3,11,12,1,1,4,3,37,11
1,2,1.4,13,29,0.448,4,10,0.4,14,18,0.778,1,11,7,1,1,8,5,44,6
1,2,17.95,11,28,0.393,1,8,0.125,18,24,0.75,0,7,9,2,1,2,3,41,-12
1,2,18.53,12,23,0.522,1,3,0.333,10,12,0.833,2,2,5,1,0,6,3,35,-7
1,2,17.23,20,30,0.667,3,6,0.5,6,10,0.6,3,3,8,2,3,2,1,49,7
1,2,19.42,9,22,0.409,3,6,0.5,6,9,0.667,0,8,8,1,0,3,3,27,1
1,2,19.23,15,25,0.6,5,10,0.5,12,16,0.75,2,10,8,1,1,1,2,47,26
1,2,7.17,9,14,0.643,3,5,0.6,6,12,0.5,0,3,5,4,1,0,1,27,23
1,2,10.32,12,20,0.6,2,6,0.333,8,9,0.889,3,7,3,4,0,3,0,34,13
1,2,16.65,10,24,0.417,0,3,0,16,17,0.941,1,12,8,2,1,2,3,36,10
1,2,18.73,9,19,0.474,0,5,0,7,11,0.636,2,9,9,3,2,2,0,25,13
1,2,13.92,7,14,0.5,2,5,0.4,13,17,0.765,1,12,6,0,0,2,1,29,21
1,2,16.87,13,20,0.65,1,4,0.25,11,14,0.786,0,8,7,1,0,0,1,38,22
1,2,14.7,12,23,0.522,2,7,0.286,11,14,0.786,0,5,5,1,0,5,1,37,8
1,2,6.37,9,14,0.643,5,8,0.625,6,6,1,0,4,7,1,1,5,1,29,21
1,2,12.57,8,17,0.471,1,4,0.25,10,12,0.833,0,2,10,0,1,1,4,27,8
1,2,6.85,7,15,0.467,0,2,0,7,8,0.875,0,6,7,3,0,2,1,21,25
1,2,12.72,14,21,0.667,2,5,0.4,8,8,1,0,7,6,1,0,2,1,38,7
1,2,8,7,20,0.35,2,5,0.4,10,10,1,1,8,5,1,0,2,1,26,-26
1,2,14.33,11,18,0.611,4,8,0.5,5,7,0.714,1,8,6,0,0,6,1,31,-13
1,2,16.6,9,24,0.375,0,2,0,7,8,0.875,1,11,3,3,1,1,0,25,10
1,2,7.32,9,22,0.409,2,4,0.5,4,5,0.8,1,5,12,1,2,0,0,24,15
1,2,9.6,8,14,0.571,2,3,0.667,7,10,0.7,2,10,7,0,0,5,0,25,25
1,2,15.1,7,14,0.5,1,1,1,7,7,1,1,7,11,1,0,1,0,22,19
